0,0.499470,0.020742,0.497758,0.019760,1.503044,0.234816,0.254002,0.094052,1.020000,0.141421,0.510788,0.195357,0.862805,0.086415,0.738995,0.107075,0.731012,0.035429,0.085255,0.022001,0.079720,0.023528,0.489189,0.011791,0.066398,0.031692,0.213624,0.273012,0.518287,0.061687,-0.046704,0.010154,0.000000,0.000000,-0.022555,0.016227,0.481499,0.056880,0.747301,0.112473,3.345585,0.399621,0.755766,0.080826,0.799184,0.259804,0.003572,0.010323,0.003432,0.010521,0.017688,0.053940,-0.035940,0.005978,0.940000,0.239898,0.066127,0.107003,0.960000,0.197949,0.063473,0.062005,0.000000,0.000000,0.980000,0.141421,3.390000,1.590116,2.720000,1.270385,0.720591,0.102383,0.774230,0.070755,0.185634,0.098683,
1,0.525280,0.060642,0.486454,0.030894,1.769799,0.392146,0.000000,0.000000,0.000000,0.000000,0.371528,0.153019,0.873669,0.119311,0.766545,0.168500,0.346222,0.073495,0.026730,0.017743,0.079049,0.022561,0.000000,0.000000,0.128285,0.028483,0.267870,0.281339,0.517449,0.143709,-0.061655,0.030057,-0.596667,1.000901,-0.041392,0.075266,0.533605,0.061826,0.589967,0.111147,2.011720,0.220238,0.793493,0.158016,1.937431,1.136483,0.257231,0.124996,0.053210,0.059008,0.103120,0.217654,-0.024447,0.024601,0.850000,0.360697,0.037812,0.045737,1.223833,0.884969,0.095736,0.138153,0.000000,0.000000,0.830000,0.379446,8.320000,5.962262,8.240000,5.440063,0.725822,0.182322,0.593902,0.206860,0.302688,0.154720,
2,0.544074,0.039848,0.491840,0.032954,1.477961,0.238388,0.000000,0.000000,0.000000,0.000000,0.379822,0.121972,0.643178,0.359191,0.808665,0.113111,0.406349,0.276362,0.021160,0.015103,0.059493,0.022493,0.000000,0.000000,0.178186,0.043203,0.363127,0.328310,0.689013,0.135371,-0.051474,0.021790,-0.130000,0.368533,-0.054675,0.158727,0.468419,0.218210,0.409884,0.331596,2.319063,0.469788,0.282013,0.107705,1.406464,1.221071,0.402015,0.216969,0.021877,0.029103,0.039007,0.035354,-0.035076,0.008196,0.880000,0.328261,0.335402,0.692114,1.355748,0.401010,0.058265,0.096672,0.000000,0.000000,0.860000,0.350510,14.910000,8.320242,4.590000,4.396416,0.760962,0.151747,0.680258,0.184235,0.329383,0.153539,
3,0.572550,0.032224,0.496920,0.031769,1.456998,0.244689,0.000000,0.000000,0.000000,0.000000,0.418143,0.163372,0.799947,0.258350,0.782752,0.104772,0.470630,0.164712,0.021179,0.021639,0.076955,0.025637,0.000000,0.000000,0.156674,0.054379,0.332084,0.075525,0.663565,0.136260,-0.055451,0.025333,0.000000,0.000000,-0.103204,0.084388,0.543442,0.151691,0.732924,0.262337,2.705683,0.508756,0.616809,0.221678,3.820937,1.789804,0.007675,0.016966,0.035501,0.032312,0.254169,0.522086,-0.035125,0.007935,0.600000,0.494872,0.315223,0.083083,1.203742,0.172452,0.037868,0.070310,0.000000,0.000000,0.100000,0.909137,3.790000,1.923512,17.110000,8.655416,0.755979,0.242492,0.744044,0.442389,0.312048,0.147465,
4,0.547264,0.036646,0.480381,0.029524,1.377836,0.204677,0.064387,0.023791,1.000000,0.000000,0.445584,0.153253,0.901702,0.116551,0.887544,0.116653,0.488839,0.070352,0.077503,0.020199,0.091202,0.024075,0.526506,0.040265,0.120454,0.027805,0.307153,0.234428,0.606059,0.094433,-0.039033,0.010958,-0.530000,1.412083,-0.009207,0.021448,0.513170,0.047514,0.716626,0.095310,2.012148,0.461968,0.829752,0.144529,3.279910,1.311479,0.047135,0.076278,0.053425,0.051567,0.037563,0.047464,-0.017047,0.016705,1.000000,0.000000,0.090035,0.106214,1.612032,0.569747,0.204113,0.227562,0.000000,0.000000,0.560000,0.501427,7.600000,4.125580,13.360000,6.247481,0.843556,0.174754,0.523315,0.220871,0.453731,0.122610,
5,0.513417,0.038605,0.493866,0.030485,1.495514,0.270254,0.000000,0.000000,0.000000,0.000000,0.418263,0.154049,0.696401,0.087744,0.802793,0.102789,0.455256,0.080111,0.053597,0.023685,0.074348,0.025109,0.000000,0.000000,0.193750,0.166010,0.291820,0.154969,0.338154,0.145709,-0.061480,0.047954,0.000000,0.000000,-0.180614,0.115276,0.547560,0.072600,0.733174,0.140589,2.608913,0.518253,0.479208,0.063510,4.223478,1.418784,0.005624,0.013537,0.527473,0.173794,0.218175,0.426745,-0.064636,0.087966,0.290000,0.458369,0.367193,0.151632,2.010106,0.809563,0.042521,0.076765,0.000000,0.000000,0.960000,0.989743,3.630000,1.426105,19.030000,6.646243,0.745716,0.120163,0.729981,0.140191,0.229563,0.143119,
6,0.466903,0.023935,0.484015,0.027747,1.447960,0.236978,0.112085,0.044979,1.000000,0.000000,0.510496,0.157272,0.814385,0.101883,0.817967,0.102618,0.620714,0.062053,0.110142,0.016741,0.076410,0.024439,0.322104,0.016826,0.122999,0.026209,0.342211,0.083596,0.354591,0.114657,-0.045673,0.009544,0.000000,0.000000,-0.016641,0.017257,0.465757,0.069122,0.736354,0.129715,3.249819,0.432524,0.697965,0.117701,0.928357,0.392678,0.004565,0.012551,0.522041,0.175766,0.018980,0.047745,-0.041600,0.054385,0.960000,0.197949,0.320094,0.129008,2.158812,0.747886,0.058536,0.067492,0.000000,0.000000,0.910000,0.289087,3.290000,1.349943,3.370000,1.821947,0.723142,0.100970,0.767495,0.091048,0.235800,0.126147,
7,0.530864,0.056718,0.596622,0.038326,1.546168,0.338959,0.000000,0.000000,0.000000,0.000000,0.333130,0.132504,0.598771,0.177114,0.852088,0.139631,0.326922,0.066490,0.020743,0.016876,0.021671,0.026301,0.000000,0.000000,0.174092,0.038861,0.068916,0.188580,0.631261,0.108447,-0.088809,0.076535,-0.030000,0.172319,-0.081908,0.183687,0.449286,0.160734,0.441877,0.193552,1.979417,0.111345,0.409515,0.224280,0.689446,0.331958,0.002771,0.011780,0.112519,0.076839,0.033686,0.024877,-0.047190,0.060484,0.810000,1.585135,0.005442,0.014363,1.023319,0.065705,0.201320,0.212754,0.000000,0.000000,0.970000,0.172319,1.970000,1.366173,2.340000,1.506584,0.277166,0.077844,0.209647,0.076105,0.296086,0.119406,
8,0.502434,0.028871,0.496859,0.021381,1.452070,0.220399,0.189658,0.079529,2.000000,0.000000,0.516279,0.187071,0.834100,0.122327,0.789904,0.103618,0.673877,0.056432,0.089304,0.017149,0.080607,0.023902,0.503543,0.015954,0.084656,0.030550,0.278611,0.113432,0.522976,0.084918,-0.049526,0.013701,-0.010000,0.100509,-0.034512,0.011083,0.484131,0.062218,0.778675,0.120692,3.210011,0.438293,0.654447,0.202657,1.093182,0.394706,0.013293,0.020501,0.021354,0.029345,0.032916,0.023788,-0.034822,0.008384,0.050000,0.220158,0.334865,0.154253,1.176903,0.161560,0.048046,0.070633,0.000000,0.000000,0.010000,0.100509,4.220000,1.887553,4.130000,1.741774,0.754242,0.120702,0.808707,0.094199,0.193935,0.114301,
9,0.529346,0.026698,0.517149,0.026114,1.460423,0.231369,0.121427,0.047498,1.000000,0.000000,0.501993,0.156340,0.802053,0.092085,0.814445,0.092811,0.624990,0.192135,0.081785,0.018888,0.069449,0.023753,0.657045,0.019217,0.125500,0.028782,0.311993,0.098383,0.517605,0.073363,-0.046951,0.009934,0.000000,0.000000,-0.065692,0.028517,0.533501,0.061844,0.692035,0.133077,2.602942,0.478777,0.685721,0.160996,4.016008,1.481513,0.003017,0.009803,0.005932,0.013240,0.176905,0.376942,-0.035042,0.006113,0.890000,0.316066,0.337757,0.131028,1.000000,0.000000,0.082191,0.113208,0.000000,0.000000,0.960000,0.197949,3.770000,1.839781,19.040000,8.069747,0.682207,0.123693,0.639930,0.153560,0.177213,0.116978,
